# Generated by Tobias Borsdorff <t.borsdorff@sron.nl> on Mon Mar  2 11:55:58 2015
# Level-2 format version: 1.0
# Level-1b product: /SCIA/LV1_01/Y/SCI_NL__1PYDPA20031119_193603_000061022021_00429_09000_0000.N1                                                                                                                                                                                                                                                                                                                                   
# Sensing start:   1418.81670361
# Sensing stop:   1418.88733534
# Orbit:  9000
# SICOR version: 1.0
# SCIAMACHY channel: 8
# Window (pixels):  394 -  620
# Window (nm): 2310.68 - 2338.51
# Pixel mask version: todo
# Cloud mask version: todo
#    lon0        lat0        lon1        lat1        lon2        lat2        lon3        lat3      lon_cent    lat_cent    dsr_time  int_time   sza    lza     H2O         HDO         N2O         CO          CH4         H2O_err     HDO_err     N2O_err     CO_err      CH4_err  red.chisq   dof eflag albedo   cl_fr mean_elev  st  px bs
#
 -164.972350  -31.429921 -165.036998  -31.650534 -166.124279  -31.204250 -166.193394  -31.430702 -165.582400  -31.430148  1418.85770498 0.500  31.89 -11.80  4.8257E+22  3.2743E+19   0.000      3.3470E+17  3.1764E+19  1.5436E+21  6.5159E+18   0.000      8.0483E+17  4.6455E+17   1.474      152  1  0.3071      0.94      0.00  15  86 0 
 -166.124279  -31.204250 -166.193394  -31.430702 -167.373992  -30.940955 -167.449658  -31.178679 -166.786138  -31.190168  1418.85771076 0.500  32.70 -20.44  4.1568E+22  2.2475E+19   0.000      2.1210E+18  3.1048E+19  1.4686E+21  6.5492E+18   0.000      8.7479E+17  4.7349E+17   1.258      152  1  0.2948      0.94      0.00  15  87 0 
 -167.373992  -30.940955 -167.449658  -31.178679 -168.772776  -30.623213 -168.857836  -30.878824 -168.114645  -30.907317  1418.85771655 0.500  33.60 -29.19  3.5023E+22  1.6915E+19   0.000      2.3235E+17  3.1842E+19  1.3893E+21  6.6463E+18   0.000      8.3769E+17  4.9801E+17   1.129      152  1  0.2803      1.00      0.00  15  88 0 
 -158.773968  -32.724326 -158.834402  -32.991863 -160.291210  -32.512619 -160.350805  -32.758188 -159.563500  -32.749036  1418.85773391 0.500  28.08  31.45  6.0198E+22  2.3611E+19   0.000      1.3092E+18  3.3409E+19  2.0195E+21  7.1815E+18   0.000      9.2394E+17  5.5465E+17   1.543      152  1  0.2541      1.00      0.00  15  91 0 
 -160.291210  -32.512619 -160.350805  -32.758188 -161.615395  -32.313357 -161.674868  -32.544560 -160.983790  -32.533918  1418.85773970 0.500  28.97  22.67  5.1836E+22  1.3886E+19   0.000     -6.0860E+17  3.2436E+19  1.4830E+21  5.7949E+18   0.000      7.0785E+17  4.3716E+17   1.396      152  1  0.3218      1.00      0.00  15  92 0 
 -161.615395  -32.313357 -161.674868  -32.544560 -162.808903  -32.121612 -162.869134  -32.344473 -162.242682  -32.332408  1418.85774549 0.500  29.77  13.99  5.5704E+22  1.5325E+19   0.000      1.6422E+18  3.2704E+19  1.3765E+21  5.2789E+18   0.000      6.9633E+17  3.9252E+17   1.673      152  1  0.3665      0.81      0.00  15  93 0 
 -162.808903  -32.121612 -162.869134  -32.344473 -163.938542  -31.928176 -164.000543  -32.147638 -163.404847  -32.136733  1418.85775127 0.500  30.53   5.40  5.4966E+22  2.5644E+19   0.000     -7.5771E+17  3.1279E+19  1.4822E+21  5.8487E+18   0.000      7.0150E+17  4.1522E+17   1.686      152  1  0.3399      0.81      0.00  15  94 0 
 -163.938542  -31.928176 -164.000543  -32.147638 -165.057260  -31.723652 -165.122244  -31.944262 -164.530230  -31.937164  1418.85775706 0.500  31.26  -3.20  5.6351E+22  3.3507E+19   0.000      1.8982E+17  3.1936E+19  1.5818E+21  6.1677E+18   0.000      7.5513E+17  4.4115E+17   1.587      152  1  0.3274      1.00      0.00  15  95 0 
 -165.057260  -31.723652 -165.122244  -31.944262 -166.212983  -31.497389 -166.282483  -31.723830 -165.669399  -31.723595  1418.85776285 0.500  32.02 -11.80  5.6039E+22  3.1349E+19   0.000      9.1696E+17  3.2182E+19  1.7042E+21  6.5920E+18   0.000      8.3057E+17  4.7688E+17   1.600      152  1  0.3041      1.00      0.00  15  96 0 
 -166.212983  -31.497389 -166.282483  -31.723830 -167.466353  -31.233398 -167.542465  -31.471098 -166.876892  -31.482967  1418.85776863 0.500  32.82 -20.44  4.9778E+22  1.5507E+19   0.000     -4.9806E+17  3.0991E+19  1.7004E+21  6.8504E+18   0.000      8.4020E+17  4.9962E+17   1.699      152  1  0.2800      0.88      0.00  15  97 0 
 -167.466353  -31.233398 -167.542465  -31.471098 -168.868841  -30.914779 -168.954426  -31.170344 -168.209119  -31.199324  1418.85777442 0.500  33.72 -29.20  4.1248E+22  1.6573E+19   0.000      3.7662E+17  3.1444E+19  1.3487E+21  5.9179E+18   0.000      7.4911E+17  4.4042E+17   1.255      152  1  0.3171      0.94      0.00  15  98 0 
 -158.839261  -33.018735 -158.899844  -33.286295 -160.360585  -32.807324 -160.420379  -33.052923 -159.630933  -33.043629  1418.85779178 0.500  28.22  31.45  5.0467E+22  2.8187E+19   0.000      2.9965E+17  3.3269E+19  1.6778E+21  6.5827E+18   0.000      8.1149E+17  5.0362E+17   1.389      152  1  0.2783      1.00      0.00  15 101 0 
 -160.360585  -32.807324 -160.420379  -33.052923 -161.689324  -32.607984 -161.749033  -32.839207 -161.055561  -32.828617  1418.85779757 0.500  29.11  22.67  2.6158E+22  1.5417E+19   0.000      4.7950E+17  2.8819E+19  5.2437E+20  3.0013E+18   0.000      3.8070E+17  2.0846E+17   2.267      152  1  0.6284      1.00      0.00  15 102 0 
 -161.689324  -32.607984 -161.749033  -32.839207 -162.887196  -32.415968 -162.947697  -32.638839 -162.318930  -32.626925  1418.85780336 0.500  29.91  14.00  5.5656E+22  3.0425E+19   0.000      1.4563E+18  3.2376E+19  1.4576E+21  5.6630E+18   0.000      7.2487E+17  4.1435E+17   1.396      152  1  0.3481      0.69      0.00  15 103 0 
 -162.887196  -32.415968 -162.947697  -32.638839 -164.020246  -32.222279 -164.082551  -32.441745 -163.484998  -32.430980  1418.85780914 0.500  30.66   5.40  5.1509E+22  1.2559E+19   0.000     -7.5981E+17  3.0354E+19  1.3882E+21  5.5856E+18   0.000      6.8262E+17  3.9668E+17   1.587      152  1  0.3483      0.88      0.00  15 104 0 
 -164.020246  -32.222279 -164.082551  -32.441745 -165.142764  -32.017293 -165.208091  -32.237899 -164.614006  -32.231051  1418.85781493 0.500  31.40  -3.20  5.7621E+22  1.1487E+19   0.000      1.0378E+17  3.2525E+19  1.7139E+21  6.4117E+18   0.000      8.0829E+17  4.7512E+17   1.522      152  1  0.3052      0.88      0.00  15 105 0 
 -165.142764  -32.017293 -165.208091  -32.237899 -166.302170  -31.790466 -166.372061  -32.016894 -165.756939  -32.016965  1418.85782072 0.500  32.15 -11.80  5.1433E+22  1.7175E+19   0.000      2.7497E+17  3.2006E+19  1.4594E+21  5.8239E+18   0.000      7.3320E+17  4.2471E+17   1.628      152  1  0.3379      1.00      0.00  15 106 0 
 -166.302170  -31.790466 -166.372061  -32.016894 -167.559822  -31.525630 -167.636390  -31.763311 -166.968447  -31.775632  1418.85782650 0.500  32.95 -20.44  4.6326E+22  1.8928E+19   0.000      8.2486E+17  3.1228E+19  1.2791E+21  5.3292E+18   0.000      6.8155E+17  3.8911E+17   1.485      152  1  0.3637      1.00      0.00  15 107 0 
 -167.559822  -31.525630 -167.636390  -31.763311 -168.966836  -31.205919 -169.052966  -31.461456 -168.305122  -31.491021  1418.85783229 0.500  33.84 -29.20  4.1997E+22  1.6243E+19   0.000      8.8659E+17  3.0287E+19  1.1498E+21  4.9853E+18   0.000      6.4258E+17  3.6379E+17   1.567      152  1  0.3778      1.00      0.00  15 108 0 
 -158.902717  -33.313417 -158.963455  -33.581031 -160.430585  -33.101928 -160.490581  -33.347551 -159.697764  -33.338322  1418.85784965 0.500  28.37  31.45  4.4504E+22  2.4796E+19   0.000      5.1040E+16  3.3405E+19  1.6783E+21  6.9816E+18   0.000      8.5725E+17  5.3664E+17   1.446      152  1  0.2602      1.00      0.00  15 111 0 
 -160.430585  -33.101928 -160.490581  -33.347551 -161.763712  -32.902541 -161.823662  -33.133783 -161.127877  -33.123228  1418.85785544 0.500  29.26  22.67  2.2011E+22  1.3963E+19   0.000      9.2770E+17  2.8419E+19  5.3491E+20  3.3403E+18   0.000      4.3150E+17  2.3024E+17   2.539      152  1  0.5596      1.00      0.00  15 112 0 
 -161.763712  -32.902541 -161.823662  -33.133783 -162.965659  -32.710312 -163.026434  -32.933194 -162.395494  -32.921399  1418.85786123 0.500  30.05  14.00  3.5537E+22  2.1612E+19   0.000      2.5602E+17  3.0321E+19  6.6577E+20  3.2888E+18   0.000      4.1038E+17  2.3067E+17   1.826      152  1  0.5982      1.00      0.00  15 113 0 
 -162.965659  -32.710312 -163.026434  -32.933194 -164.102500  -32.516301 -164.165113  -32.735770 -163.565512  -32.725181  1418.85786701 0.500  30.80   5.40  4.6986E+22  2.3418E+19   0.000      2.9390E+17  3.1617E+19  1.0112E+21  4.3165E+18   0.000      5.3839E+17  3.0821E+17   1.850      152  1  0.4629      1.00      0.00  15 114 0 
 -164.102500  -32.516301 -164.165113  -32.735770 -165.228706  -32.310879 -165.294382  -32.531481 -164.698278  -32.524869  1418.85787280 0.500  31.53  -3.20  5.2602E+22  2.2466E+19   0.000      1.8052E+18  3.1866E+19  1.4497E+21  5.7360E+18   0.000      7.5306E+17  4.1621E+17   1.506      152  1  0.3465      0.94      0.00  15 115 0 
 -165.228706  -32.310879 -165.294382  -32.531481 -166.391846  -32.083479 -166.462134  -32.309895 -165.844946  -32.310276  1418.85787859 0.500  32.28 -11.80  4.5882E+22  1.6660E+19   0.000      9.7298E+17  3.0705E+19  1.0046E+21  4.2294E+18   0.000      5.4441E+17  3.0399E+17   1.901      152  1  0.4657      1.00      0.00  15 116 0 
 -166.391846  -32.083479 -166.462134  -32.309895 -167.653261  -31.817928 -167.730289  -32.055584 -167.060234  -32.068296  1418.85788437 0.500  33.07 -20.44  4.6065E+22  1.3946E+19   0.000      9.3542E+17  3.1050E+19  1.0912E+21  4.5225E+18   0.000      5.8446E+17  3.3078E+17   1.573      152  1  0.4279      1.00      0.00  15 117 0 
 -167.653261  -31.817928 -167.730289  -32.055584 -169.064540  -31.497203 -169.151215  -31.752699 -168.400964  -31.782818  1418.85789016 0.500  33.97 -29.20  4.0318E+22  1.4325E+19   0.000     -3.4584E+17  3.0753E+19  1.0398E+21  4.5942E+18   0.000      5.6677E+17  3.3819E+17   1.151      152  1  0.4100      1.00      0.00  15 118 0 
 -158.968301  -33.607771 -159.029196  -33.875408 -160.500393  -33.396568 -160.560596  -33.642221 -159.765563  -33.632856  1418.85790752 0.500  28.52  31.45  5.1371E+22  2.8216E+19   0.000      1.0969E+18  3.3550E+19  1.7979E+21  6.9538E+18   0.000      8.7950E+17  5.3185E+17   1.451      152  1  0.2649      1.00      0.00  15 121 0 
 -160.500393  -33.396568 -160.560596  -33.642221 -161.838203  -33.197094 -161.898398  -33.428354 -161.200151  -33.417857  1418.85791331 0.500  29.40  22.67  2.2887E+22  1.1713E+19   0.000      5.1807E+17  2.8292E+19  7.7589E+20  4.7040E+18   0.000      6.0057E+17  3.2630E+17   1.436      152  1  0.3906      1.00      0.00  15 122 0 
 -161.838203  -33.197094 -161.898398  -33.428354 -163.044296  -33.004646 -163.105350  -33.227538 -162.472199  -33.215866  1418.85791910 0.500  30.19  14.00  1.7474E+22  1.3247E+19   0.000      6.3738E+16  2.7164E+19  3.8820E+20  2.8206E+18   0.000      3.5511E+17  1.8621E+17   2.655      152  1  0.6855      1.00      0.00  15 123 0 
 -163.044296  -33.004646 -163.105350  -33.227538 -164.185148  -32.810273 -164.248076  -33.029745 -163.646312  -33.019353  1418.85792488 0.500  30.93   5.40  4.5943E+22  2.6300E+19   0.000      1.6788E+18  3.2691E+19  1.2316E+21  5.2763E+18   0.000      6.8580E+17  3.8523E+17   1.787      152  1  0.3775      1.00      0.00  15 124 0 
 -164.185148  -32.810273 -164.248076  -33.029745 -165.315259  -32.604372 -165.381290  -32.824970 -164.783056  -32.818616  1418.85793067 0.500  31.66  -3.20  4.6259E+22  2.4659E+19   0.000      1.2871E+18  3.0667E+19  8.9181E+20  3.8141E+18   0.000      4.9054E+17  2.6788E+17   2.162      152  1  0.5297      1.00      0.00  15 125 0 
 -165.315259  -32.604372 -165.381290  -32.824970 -166.482021  -32.376427 -166.552713  -32.602830 -165.933511  -32.603507  1418.85793646 0.500  32.41 -11.80  4.0527E+22  2.0027E+19   0.000      7.3622E+17  3.0067E+19  6.2614E+20  2.8364E+18   0.000      3.5973E+17  1.9971E+17   3.106      152  1  0.7097      1.00      0.00  15 126 0 
 -166.482021  -32.376427 -166.552713  -32.602830 -167.747444  -32.110106 -167.824941  -32.347738 -167.152646  -32.360867  1418.85794224 0.500  33.20 -20.44  4.0553E+22  2.0359E+19   0.000      1.1558E+18  3.0272E+19  7.2939E+20  3.2592E+18   0.000      4.1959E+17  2.3255E+17   1.918      152  1  0.6060      1.00      0.00  15 127 0 
 -167.747444  -32.110106 -167.824941  -32.347738 -169.163302  -31.788287 -169.250535  -32.043747 -168.497714  -32.074456  1418.85794803 0.500  34.09 -29.20  3.8234E+22  2.3735E+19   0.000     -1.0480E+17  3.0654E+19  7.8529E+20  3.6029E+18   0.000      4.4181E+17  2.6038E+17   1.650      152  1  0.5365      1.00      0.00  15 128 0 
 -159.825798  -37.398915 -159.889077  -37.666871 -161.421296  -37.190564 -161.484578  -37.436585 -160.656300  -37.425917  1418.85865328 0.500  30.60  31.48  2.2554E+22  1.4312E+19   0.000      7.7666E+16  2.5212E+19  5.4094E+20  3.1557E+18   0.000      3.8964E+17  2.0531E+17   2.186      152  1  0.5823      1.00      0.00  16   1 0 
 -161.421296  -37.190564 -161.484578  -37.436585 -162.825929  -36.989402 -162.889737  -37.220892 -162.156304  -37.211438  1418.85865907 0.500  31.43  22.69  3.4301E+22  1.5923E+19   0.000     -1.6372E+17  2.8736E+19  1.1863E+21  5.6344E+18   0.000      6.9001E+17  3.9140E+17   1.540      152  1  0.3356      0.56      0.00  16   2 0 
 -162.825929  -36.989402 -162.889737  -37.220892 -164.091134  -36.793545 -164.156280  -37.016550 -163.491554  -37.006781  1418.85866486 0.500  32.18  14.02  4.0460E+22  1.9778E+19   0.000      1.2858E+18  3.0872E+19  8.8680E+20  3.9641E+18   0.000      5.0809E+17  2.8138E+17   1.773      152  1  0.5018      0.69      0.00  16   3 0 
 -164.091134  -36.793545 -164.156280  -37.016550 -165.286165  -36.594440 -165.353678  -36.813916 -164.722550  -36.806114  1418.85867064 0.500  32.88   5.41  4.8842E+22  2.2681E+19   0.000      1.2336E+18  3.0693E+19  8.1643E+20  3.3358E+18   0.000      4.2486E+17  2.3398E+17   2.252      152  1  0.6160      1.00      0.00  16   4 0 
 -165.286165  -36.594440 -165.353678  -36.813916 -166.469526  -36.382156 -166.540708  -36.602641 -165.913282  -36.599759  1418.85867643 0.500  33.58  -3.18  6.2799E+22  2.3988E+19   0.000      5.5414E+17  3.1647E+19  9.3959E+20  3.3595E+18   0.000      4.1732E+17  2.3842E+17   2.288      152  1  0.6233      1.00      0.00  16   5 0 
 -166.469526  -36.382156 -166.540708  -36.602641 -167.689834  -36.146029 -167.766373  -36.372186 -167.117474  -36.377316  1418.85868222 0.500  34.28 -11.78  4.8928E+22  2.1414E+19   0.000      6.7260E+17  3.0287E+19  6.2235E+20  2.5111E+18   0.000      3.1369E+17  1.7552E+17   3.039      152  1  0.8313      1.00      0.00  16   6 0 
 -167.689834  -36.146029 -167.766373  -36.372186 -169.011961  -35.868926 -169.096216  -36.106146 -168.392183  -36.125154  1418.85868800 0.500  35.04 -20.42  4.8752E+22  2.2464E+19   0.000      3.4978E+17  3.0281E+19  6.2757E+20  2.5203E+18   0.000      3.1058E+17  1.7679E+17   3.266      152  1  0.8207      1.00      0.00  16   7 0 
 -169.011961  -35.868926 -169.096216  -36.106146 -170.493671  -35.531595 -170.588929  -35.786476 -169.799162  -35.825583  1418.85869379 0.500  35.89 -29.18  4.3535E+22  1.9090E+19   0.000      8.3732E+17  3.0494E+19  5.3242E+20  2.2165E+18   0.000      2.7852E+17  1.6060E+17   3.271      152  1  0.9065      1.00      0.00  16   8 0 
 -159.890761  -37.693310 -159.954255  -37.961334 -161.498156  -37.484176 -161.561712  -37.730182 -160.727359  -37.719982  1418.85871115 0.500  30.78  31.46  2.0581E+22  1.9119E+19   0.000      1.8607E+15  2.4634E+19  4.7994E+20  2.9837E+18   0.000      3.6499E+17  1.8964E+17   2.432      152  1  0.6232      1.00      0.00  16  11 0 
 -161.498156  -37.484176 -161.561712  -37.730182 -162.908048  -37.282864 -162.972177  -37.514344 -162.235956  -37.504990  1418.85871694 0.500  31.60  22.68  2.1975E+22  1.5877E+19   0.000     -3.0037E+16  2.6257E+19  7.7023E+20  4.6746E+18   0.000      5.7651E+17  3.0826E+17   1.459      152  1  0.4026      0.81      0.00  16  12 0 
 -162.908048  -37.282864 -162.972177  -37.514344 -164.177871  -37.086733 -164.243381  -37.309731 -163.576165  -37.300119  1418.85872273 0.500  32.35  14.00  4.1033E+22  1.7260E+19   0.000      2.9564E+17  3.0201E+19  8.2363E+20  3.6446E+18   0.000      4.5305E+17  2.5671E+17   1.870      152  1  0.5456      0.81      0.00  16  13 0 
 -164.177871  -37.086733 -164.243381  -37.309731 -165.377817  -36.887117 -165.445739  -37.106586 -164.811950  -37.099060  1418.85872851 0.500  33.05   5.40  4.7278E+22  2.1262E+19   0.000      3.5169E+17  3.0392E+19  8.4112E+20  3.4867E+18   0.000      4.3230E+17  2.4326E+17   2.204      152  1  0.5871      1.00      0.00  16  14 0 
 -165.377817  -36.887117 -165.445739  -37.106586 -166.565559  -36.674274 -166.637202  -36.894754 -166.007355  -36.892169  1418.85873430 0.500  33.74  -3.20  6.3397E+22  2.7452E+19   0.000      6.0831E+17  3.2141E+19  9.4576E+20  3.3607E+18   0.000      4.1575E+17  2.3952E+17   2.304      152  1  0.6281      1.00      0.00  16  15 0 
 -166.565559  -36.674274 -166.637202  -36.894754 -167.790399  -36.437415 -167.867462  -36.663567 -167.216034  -36.669082  1418.85874009 0.500  34.44 -11.80  5.4923E+22  2.1062E+19   0.000      1.2484E+18  3.0714E+19  6.5056E+20  2.4608E+18   0.000      3.1307E+17  1.7336E+17   3.100      152  1  0.8542      1.00      0.00  16  16 0 
 -167.790399  -36.437415 -167.867462  -36.663567 -169.117228  -36.159388 -169.202087  -36.396596 -168.495400  -36.416093  1418.85874587 0.500  35.20 -20.44  4.4145E+22  2.0423E+19   0.000      5.1643E+17  3.0000E+19  5.4846E+20  2.3158E+18   0.000      2.8779E+17  1.6157E+17   3.752      152  1  0.8942      1.00      0.00  16  17 0 
 -169.117228  -36.159388 -169.202087  -36.396596 -170.600117  -35.821842 -170.696055  -36.076647 -169.905358  -36.115927  1418.85875166 0.500  36.04 -29.20  3.9386E+22  1.9213E+19   0.000      8.7478E+17  3.0629E+19  4.8455E+20  2.1266E+18   0.000      2.6747E+17  1.5381E+17   3.537      152  1  0.9483      1.00      0.00  16  18 0 
 -159.949590  -37.988561 -160.013304  -38.256749 -161.572281  -37.778230 -161.636116  -38.024257 -160.793991  -38.014740  1418.85876902 0.500  30.95  31.46  2.5534E+22  1.7702E+19   0.000      9.8301E+17  2.6396E+19  6.2403E+20  3.4087E+18   0.000      4.3187E+17  2.2668E+17   2.295      152  1  0.5433      1.00      0.00  16  21 0 
 -161.572281  -37.778230 -161.636116  -38.024257 -162.987498  -37.576808 -163.051952  -37.808303 -162.312909  -37.799020  1418.85877481 0.500  31.78  22.68  1.3073E+22  1.8009E+18   0.000     -7.7195E+17  2.3061E+19  5.5072E+20  4.3764E+18   0.000      5.3638E+17  2.8003E+17   1.917      152  1  0.4132      0.94      0.00  16  22 0 
 -162.987498  -37.576808 -163.051952  -37.808303 -164.262595  -37.380327 -164.328472  -37.603330 -163.658439  -37.593912  1418.85878060 0.500  32.52  14.00  4.1019E+22  2.3396E+19   0.000      8.5713E+17  3.0202E+19  6.8548E+20  3.0565E+18   0.000      3.8336E+17  2.1326E+17   2.129      152  1  0.6637      1.00      0.00  16  23 0 
 -164.262595  -37.380327 -164.328472  -37.603330 -165.467092  -37.180310 -165.535423  -37.399775 -164.899156  -37.392470  1418.85878638 0.500  33.21   5.40  4.8707E+22  1.7290E+19   0.000      2.5368E+17  3.0632E+19  1.2339E+21  4.9777E+18   0.000      6.1898E+17  3.5223E+17   1.876      152  1  0.4033      1.00      0.00  16  24 0 
 -165.467092  -37.180310 -165.535423  -37.399775 -166.659420  -36.966908 -166.731520  -37.187375 -166.099153  -37.185094  1418.85879217 0.500  33.90  -3.20  6.0909E+22  2.8702E+19   0.000      8.5061E+17  3.0881E+19  8.7790E+20  3.1880E+18   0.000      3.9617E+17  2.2248E+17   2.381      152  1  0.6630      1.00      0.00  16  25 0 
 -166.659420  -36.966908 -166.731520  -37.187375 -167.889248  -36.729256 -167.966831  -36.955385 -167.312649  -36.961328  1418.85879796 0.500  34.60 -11.80  4.6500E+22  1.8736E+19   0.000      8.8472E+17  2.9352E+19  5.8817E+20  2.4234E+18   0.000      3.0559E+17  1.6672E+17   3.080      152  1  0.8607      1.00      0.00  16  26 0 
 -167.889248  -36.729256 -167.966831  -36.955385 -169.221192  -36.450242 -169.306653  -36.687417 -168.597107  -36.707447  1418.85880374 0.500  35.35 -20.45  4.6462E+22  1.9778E+19   0.000      5.7581E+17  2.9751E+19  5.6456E+20  2.3124E+18   0.000      2.8762E+17  1.6133E+17   3.521      152  1  0.8955      1.00      0.00  16  27 0 
 -169.221192  -36.450242 -169.306653  -36.687417 -170.708979  -36.111562 -170.805623  -36.366311 -170.012124  -36.406215  1418.85880953 0.500  36.20 -29.20  3.8396E+22  1.8204E+19   0.000      5.9818E+17  3.0232E+19  4.8667E+20  2.1661E+18   0.000      2.6996E+17  1.5525E+17   3.259      152  1  0.9299      1.00      0.00  16  28 0 
 -160.017559  -38.282523 -160.081498  -38.550738 -161.646057  -38.072350 -161.710177  -38.318406 -160.865007  -38.308822  1418.85882689 0.500  31.13  31.46  1.5268E+22  9.7341E+18   0.000      4.3090E+17  2.2834E+19  4.2988E+20  3.1021E+18   0.000      3.9074E+17  1.9422E+17   2.745      152  1  0.5833      1.00      0.00  16  31 0 
 -161.646057  -38.072350 -161.710177  -38.318406 -163.067913  -37.870609 -163.132700  -38.102114 -162.390175  -38.093016  1418.85883268 0.500  31.95  22.68  2.3583E+22  1.1860E+19   0.000      7.8728E+17  2.8206E+19  7.9292E+20  4.5747E+18   0.000      5.8289E+17  3.1794E+17   1.980      152  1  0.4097      0.75      0.00  16  32 0 
 -163.067913  -37.870609 -163.132700  -38.102114 -164.347601  -37.673903 -164.413852  -37.896911 -163.741339  -37.887621  1418.85883847 0.500  32.69  14.00  3.2425E+22  1.6788E+19   0.000      6.2598E+17  2.8578E+19  5.1850E+20  2.6061E+18   0.000      3.2765E+17  1.7734E+17   2.713      152  1  0.7726      1.00      0.00  16  33 0 
 -164.347601  -37.673903 -164.413852  -37.896911 -165.557235  -37.473374 -165.625984  -37.692836 -164.986942  -37.685807  1418.85884425 0.500  33.38   5.40  4.6017E+22  2.0369E+19   0.000      7.6634E+17  3.0083E+19  7.6163E+20  3.1730E+18   0.000      3.9835E+17  2.2111E+17   2.584      152  1  0.6470      1.00      0.00  16  34 0 
 -165.557235  -37.473374 -165.625984  -37.692836 -166.754215  -37.259399 -166.826783  -37.479853 -166.191857  -37.477884  1418.85885004 0.500  34.06  -3.20  5.9623E+22  2.0937E+19   0.000      1.2239E+18  3.1263E+19  7.8541E+20  2.8411E+18   0.000      3.6103E+17  2.0134E+17   2.794      152  1  0.7407      1.00      0.00  16  35 0 
 -166.754215  -37.259399 -166.826783  -37.479853 -167.988566  -37.021059 -168.066678  -37.247164 -167.409970  -37.253482  1418.85885583 0.500  34.76 -11.80  4.8234E+22  2.2056E+19   0.000      1.3226E+18  2.9581E+19  5.8771E+20  2.3812E+18   0.000      3.0288E+17  1.6374E+17   3.002      152  1  0.8845      1.00      0.00  16  36 0 
 -167.988566  -37.021059 -168.066678  -37.247164 -169.325064  -36.741199 -169.411131  -36.978332 -168.699005  -36.998829  1418.85886162 0.500  35.51 -20.45  4.4692E+22  1.6715E+19   0.000      6.0727E+17  2.9747E+19  5.2929E+20  2.2037E+18   0.000      2.7537E+17  1.5401E+17   3.286      152  1  0.9392      1.00      0.00  16  37 0 
 -169.325064  -36.741199 -169.411131  -36.978332 -170.818627  -36.401175 -170.915988  -36.655867 -170.119243  -36.696501  1418.85886740 0.500  36.35 -29.20  3.7258E+22  1.5707E+19   0.000      9.0193E+17  3.0291E+19  4.4791E+20  2.0179E+18   0.000      2.5503E+17  1.4494E+17   4.160      152  1   1.001      1.00      0.00  16  38 0 
 -160.084422  -38.576638 -160.148590  -38.844901 -161.720585  -38.366364 -161.784996  -38.612442 -160.935851  -38.602938  1418.85888476 0.500  31.31  31.46  1.2947E+22  5.0335E+18   0.000      6.2210E+17  2.1196E+19  4.6812E+20  3.7210E+18   0.000      4.7691E+17  2.2555E+17   2.365      152  1  0.4773      1.00      0.00  16  41 0 
 -161.720585  -38.366364 -161.784996  -38.612442 -163.148342  -38.164431 -163.213467  -38.395949 -162.467826  -38.386966  1418.85889055 0.500  32.12  22.68  2.1856E+22  7.7077E+18   0.000      5.1480E+17  2.5029E+19  5.9869E+20  3.6260E+18   0.000      4.6073E+17  2.3689E+17   1.991      152  1  0.5166      0.94      0.00  16  42 0 
 -163.148342  -38.164431 -163.213467  -38.395949 -164.433254  -37.967393 -164.499885  -38.190405 -163.824572  -38.181300  1418.85889634 0.500  32.86  14.00  2.3361E+22  1.4797E+19   0.000      2.7055E+17  2.6701E+19  3.8798E+20  2.3139E+18   0.000      2.8809E+17  1.5303E+17   3.561      152  1  0.8642      1.00      0.00  16  43 0 
 -164.433254  -37.967393 -164.499885  -38.190405 -165.647569  -37.766447 -165.716742  -37.985903 -165.075149  -37.979105  1418.85890212 0.500  33.55   5.40  5.1024E+22  2.3765E+19   0.000      5.3410E+17  3.0616E+19  7.0151E+20  2.7846E+18   0.000      3.4485E+17  1.9354E+17   2.828      152  1  0.7532      1.00      0.00  16  44 0 
 -165.647569  -37.766447 -165.716742  -37.985903 -166.849611  -37.551820 -166.922655  -37.772261 -166.284962  -37.770644  1418.85890791 0.500  34.23  -3.20  5.3254E+22  2.2869E+19   0.000      7.0003E+17  3.0405E+19  6.4930E+20  2.4958E+18   0.000      3.1006E+17  1.7422E+17   3.391      152  1  0.8476      1.00      0.00  16  45 0 
 -166.849611  -37.551820 -166.922655  -37.772261 -168.088547  -37.312780 -168.167196  -37.538860 -167.507928  -37.545561  1418.85891370 0.500  34.93 -11.80  3.8033E+22  1.9834E+19   0.000      4.4918E+17  2.8113E+19  5.0078E+20  2.3012E+18   0.000      2.8519E+17  1.5384E+17   3.458      152  1  0.9086      1.00      0.00  16  46 0 
 -168.088547  -37.312780 -168.167196  -37.538860 -169.430477  -37.031868 -169.517166  -37.268966 -168.802014  -37.290029  1418.85891949 0.500  35.67 -20.45  4.3462E+22  1.8917E+19   0.000      6.5432E+17  3.0249E+19  5.0984E+20  2.1519E+18   0.000      2.6804E+17  1.5148E+17   3.376      152  1  0.9679      1.00      0.00  16  47 0 
 -169.430477  -37.031868 -169.517166  -37.268966 -170.929074  -36.690680 -171.027164  -36.945313 -170.227538  -36.986587  1418.85892527 0.500  36.51 -29.20  3.6799E+22  1.4872E+19   0.000      6.9865E+17  3.0331E+19  4.0631E+20  1.8442E+18   0.000      2.3124E+17  1.3219E+17   4.309      152  1   1.104      1.00      0.00  16  48 0 
